model,method,failure_penalty,n,failures,loss
sonnet,q10:B3_7,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_7,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_7,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_8,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_8,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_8,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_9,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_9,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_9,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_10,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_10,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_10,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_11,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_11,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_11,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_12,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_12,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_12,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_13,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_13,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_13,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_14,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_14,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_14,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_15,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_15,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_15,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_16,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_16,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_16,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_17,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_17,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_17,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_18,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_18,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_18,1.0,160,0,0.0005184460637020756
sonnet,q10:B3_19,0.01,160,0,0.0005184460637020756
sonnet,q10:B3_19,0.1,160,0,0.0005184460637020756
sonnet,q10:B3_19,1.0,160,0,0.0005184460637020756
sonnet,q20:DARC,0.01,160,0,0.0005184460637020756
sonnet,q20:DARC,0.1,160,0,0.0005184460637020756
sonnet,q20:DARC,1.0,160,0,0.0005184460637020756
sonnet,q20:B4,0.01,160,0,0.0005184460637020756
sonnet,q20:B4,0.1,160,0,0.0005184460637020756
sonnet,q20:B4,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_0,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_0,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_0,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_1,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_1,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_1,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_2,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_2,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_2,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_3,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_3,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_3,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_4,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_4,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_4,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_5,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_5,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_5,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_6,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_6,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_6,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_7,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_7,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_7,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_8,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_8,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_8,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_9,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_9,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_9,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_10,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_10,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_10,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_11,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_11,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_11,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_12,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_12,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_12,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_13,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_13,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_13,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_14,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_14,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_14,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_15,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_15,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_15,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_16,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_16,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_16,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_17,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_17,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_17,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_18,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_18,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_18,1.0,160,0,0.0005184460637020756
sonnet,q20:B3_19,0.01,160,0,0.0005184460637020756
sonnet,q20:B3_19,0.1,160,0,0.0005184460637020756
sonnet,q20:B3_19,1.0,160,0,0.0005184460637020756
